sno,content,link,date
149,"['released by police', 'killed in road accidents', 'killed between January and November', 'was in 2020', 'driving at high speed', 'causes behind the accidents', 'reported in areas such as Deccan Gymkhana and Shivajinagar', 'signals on the city roads', 'involved in rash and negligent driving']",https://timesofindia.indiatimes.com/city/pune/74-pedestrians-died-on-road-till-nov-end-over-twice-from-2020/articleshow/88348198.cms,"Dec 18, 2021"
150,"['released by the police', 'released on Thursday', '% in Mumbai', 'decreased by 45 %', 'is at the heart of the Motor Vehicles Amendment Act', 'occurred among young men between 20 and 34 years of age', 'men between 20 and 34 years of age', 'crashes by researchers with the Bloomberg Philanthropies Initiative for Global Road Safety BIGRS', 'corridor in the city', 'Junction at Ghatkopar', 'was at risk with 23 fatalities within a 250 metre radius between 2018 and 2020', 'radius between 2018 and 2020', 'go in a big way', 'occurred on Saturday evenings', 'seen in many cities', 'occurred between 8 pm and midnight', 'killed in crashes', 'passengers in two and three wheelers 10 %', 'be at fault', 'be in crash related deaths', 'Going by location of crashes', 'observed in 2020', 'observed by 22 % for fatalities and 41 % for injuries', 'BIGRS in their data analysis report launched by the police on Tuesday', 'launched by the police', 'launched on Tuesday']",https://timesofindia.indiatimes.com/city/mumbai/in-2020-42-road-accidents-in-mumbai-were-hit-and-run-cases/articleshow/88292574.cms,"Dec 15, 2021"
151,"['wall in Bhot Ghat', 'wall near Khopoli', 'crashed on Tuesday morning', 'Decorators in Vile Parle', 'event at Aamby Valley near Pune', 'Valley near Pune']",https://timesofindia.indiatimes.com/city/navi-mumbai/one-killed-21-injured-after-tempo-rams-into-boundary-wall-in-khopoli/articleshow/89919398.cms," Mar 1, 2022"
152,"['rammed behind another dumper', 'halted in the middle of the Sion Panvel highway', 'climbing on Friday', 'occurred at Nerul', 'Acting on a complaint by the injured dumper ’s cleaner Gopichand Gautam 30', 'complaint by the injured dumper ’s cleaner Gopichand Gautam 30', 'halted in the middle of the highway', 'plying on the highway', 'hospital in Nerul', 'hospital in Vashi where he was declared brought dead']",https://timesofindia.indiatimes.com/city/navi-mumbai/navi-mumbai-dumper-driver-killed-in-road-accident-in-nerul/articleshow/90165227.cms,"Mar 12, 2022"
153,"['died on the Karad Wathar stretch of the Pune Bengaluru National Highway', 'hit by a vehicle', 'hit in the early hours of Sunday', 'area in Koyna or Bamnoli', 'highway near Karad', 'attacks in the region', 'killed in a leopard attack in the Yenke village of Karad tehsil', 'attack in the Yenke village of Karad tehsil', 'released in the wild', 'released by the forest department', 'occurred between 5 am and 6 am', 'cremated in presence of forest officials and honorary wild life warden Rohan Bhate']",https://timesofindia.indiatimes.com/city/kolhapur/leopard-killed-in-road-accident-near-karad/articleshow/88509741.cms,"Dec 27, 2021"
154,"['patted in February', 'witnessed in the first two months of 2022', 'Analysis in January and February', 'Analysis by traffic police', 'fault in vehicles', 'occurred between 9 pm and 7 am', 'reported in these two months', 'occurred between 9 pm and 7 am', 'policing on city roads', 'improvement in traffic policing', 'motorists on city roads', 'stressed on the need', 'curtail by intensifying drive across the city', 'rise in fatal accidents on poor traffic policing', 'accidents on poor traffic policing', 'seen on roads', 'than in office', 'Admitting in the number of road accidents', 'overspeeding by heavy vehicles which are responsible for most such incidents', 'working on it']",https://timesofindia.indiatimes.com/city/nagpur/city-saw-70-road-accidents-in-feb-alone-25-fatal/articleshow/90362350.cms,"Mar 22, 2022"
155,"['died in three separate accidents in the city between Sunday and Monday', 'accidents in the city', 'accidents between Sunday and Monday', 'Road in Nashik Road area', 'came under the rear tyre of the truck', 'killed on the spot', 'survived by two children aged 13 years and seven years', 'killed in the second accident', 'killed on Sunday', 'knocked by an unidentified vehicle', 'took at 6.30 pm', 'took on the Mhasrool Makhmabad Link Road', 'knocked by the unidentified motorist who managed to escape from the scene', 'knocked by an unidentified motorist near Papaya Nursery Road on Sunday', 'motorist near Papaya Nursery Road', 'motorist on Sunday', 'knocked at around 12.30 pm', 'hit by a speeding vehicle']",https://timesofindia.indiatimes.com/city/nashik/71-yr-old-woman-among-3-killed-in-separate-road-accidents-in-nashik/articleshow/91298297.cms," May 4, 2022"
156,"['killed in three separate road accidents in Kolhapur district', 'accidents in Kolhapur district', 'killed on Saturday', 'riding on a scooter', 'fall on the road', 'came under the wheels of a speeding truck', 'died on spot', 'took at around 8 pm along the Shiroli stretch of Pune Bengaluru National Highway', 'moving at high speed', 'worked in Gandhinagar shop', 'stepped in the evening', 'hit by a four wheeler coming from the back at Gadmudshingi along Kolhapur to Hupari road', 'back at Gadmudshingi along Kolhapur', 'called by the state transportation staffers', 'was on her scooter', 'hit by a vehicle along Yalgud Hupari road', 'died on the spot']",https://timesofindia.indiatimes.com/city/kolhapur/3-women-killed-in-three-separate-road-accidents/articleshow/88377614.cms,"Dec 20, 2021"
157,"['witnessed in 2019', 'injured in road related mishaps', 'conducted by Nagpur city traffic police', 'lockdown in 2020', 'decline in road accidents', 'occurred in 2021', 'reported in 2019', 'reduced by 49 but fatal accidents', 'accidents in 2021', 'presence on roads', 'cops on roads', 'indulged in road accidents including fatal serious and minor', 'involved in road mishaps which was followed by 177 heavy vehicles 47 autorickshaws and 22 buses including Aapli ST and private buses respectively', 'followed by 177 heavy vehicles 47 autorickshaws and 22 buses including Aapli ST and private buses respectively', 'study under the leadership of joint commissioner of police Aswati Dorje and deputy commissioner of police traffic', 'thoroughfares in the city', 'roads in the city', 'rise in road accidents', 'involved in', 'involved over speeding 2', 'cases in 2021', 'booked by traffic police', 'discipline among drivers', 'camps in and around the city']",https://timesofindia.indiatimes.com/city/nagpur/269-lives-lost-in-958-road-accidents-in-2021-data/articleshow/88782252.cms," Jan 9, 2022"
158,"['knocked near Green Plaza hotel in Malegaon The deceased identified as Sagar Thakre 25 and Swapnil Thakre 25', 'hotel in Malegaon', 'ran at Chandwad', 'wason on Saturday']",https://timesofindia.indiatimes.com/city/nashik/two-men-die-in-road-accident/articleshow/85984787.cms," Sep 7, 2021"
159,"['riding on', 'hit in Ulhasnagar', 'hit on Friday afternoon', 'lying on road', 'injured at a private hospital', 'gone on social media platforms', 'injured in mishap']",https://timesofindia.indiatimes.com/city/thane/maharashtra-bjp-worker-comes-to-rescue-two-men-injured-in-road-accident-in-ulhasnagar/articleshow/88346840.cms,"Dec 17, 2021"
160,"['injured in an accident involving multiple vehicles on the Mumbai Pune expressway in Bhor Ghat near Khopoli on Thursday evening', 'vehicles on the Mumbai Pune expressway', 'involving in Bhor', 'involving near Khopoli', 'involving on Thursday evening', 'occurred at the accident prone black spot of Dheku village', 'halting on the third lane', 'truck behind the goods vehicle', 'road on the left', 'standing near his vehicle', 'crushed by the coconut laden truck']",https://timesofindia.indiatimes.com/city/navi-mumbai/1-killed-3-injured-in-multi-vehicle-mishap-on-pune-mumbai-expressway-near-khopoli/articleshow/88332538.cms,"Dec 17, 2021"
161,"['died on the Karad Wathar stretch of the Pune Bengaluru National Highway', 'hit by a vehicle', 'hit in the early hours of Sunday', 'declared on the spot']",https://timesofindia.indiatimes.com/city/mumbai/mumbai-leopard-killed-in-road-accident-on-natl-highway/articleshow/88511950.cms,"Dec 27, 2021"
162,"['died in road accident', 'died on late Friday night', 'died in Ulhasnagar', 'dashed by another vehicle near Rayta', 'vehicle near Rayta', 'dashed on Kalyan Murbad road', 'treatment at private hospital']",https://timesofindia.indiatimes.com/city/thane/ulhasnagar-civic-body-corporator-dies-in-road-accident/articleshow/87680215.cms,"Nov 13, 2021"
163,"['crashes on Mumbai streets', 'lull in 2020', 'reported between January and June 2019', 'reduced by 39 % to 141 fatalities', 'reduced in the same period last year', 'rose between January and June 2021', 'increase in personal vehicles', 'increase on streets post lockdown', 'implemented in Maharashtra and', 'surged by 41 %', 'surged in January June 2020', 'burden on the survivors', 'worked on road safety projects', 'worked in Mumbai', 'worked in partnership with the Bloomberg Initiative for Global Road Safety BIGRS', 'invest in public transport', 'spike in fatalities', 'train in basic trauma care skills']",https://timesofindia.indiatimes.com/city/mumbai/mumbai-road-crashes-fatalities-climb-again-after-20-lockdown-slump/articleshow/85053475.cms," Aug 5, 2021"
164,"['were in 2021', 'year in Nashik city', 'killed in 470 road accidents', 'killed in 2021', 'died in 416 accidents', 'died in 2020', 'rise in road accidents and fatalities', 'were in 2020', 'killed in road accidents', 'riding on two wheelers', 'involved in the fatal accidents', 'died in the accident', 'indulge in rash driving', 'stopping at signals', 'driving on the wrong side of the road', 'parked on blind spots', 'halting on the highways', 'left in 2021', 'killed in road accidents', 'high on the highways due to which pedestrians get killed', 'raise among residents of the city', 'conditions on the road']",https://timesofindia.indiatimes.com/city/nashik/nashik-city-185-people-killed-in-470-road-accidents-in-2021/articleshow/88961669.cms,"Jan 18, 2022"
165,"['riding on an Activa scooter', 'killed in a hit and run incident', 'killed on the Palm Beach road near Aspire building junction in Nerul', 'road near Aspire building junction in Nerul', 'junction in Nerul', 'knocked by a speeding car', 'am on Monday', 'hospital in Vashi', 'was in a relationship with Gore', 'booked under relevant IPC sections and Motor Vehicle Act', 'recorded at the civic hospital', 'installed by NMMC', 'initiated in 2016', 'delay in CCTV camera installation', 'supervisor at the APMC grain market', 'stated in the FIR', 'gone on Sunday', 'gone at around 11', 'am on his scooter', 'were near Aspire building junction', 'am at around 1', 'am on Monday', 'hospital in Nerul where the doctors declared her brought dead on arrival', 'brought on arrival']",https://timesofindia.indiatimes.com/city/navi-mumbai/woman-riding-pillion-on-scooter-killed-in-hit-and-run-accident-on-palm-beach-road/articleshow/87734326.cms,"Nov 16, 2021"
166,"['killed in separate accidents in the city', 'accidents in the city', 'killed on Monday', 'hit at Kawadipat toll plaza near Kadamvak Vasti', 'plaza near Kadamvak Vasti', 'working in a private company', 'heading on his two wheeler', 'rammed at a high speed', 'knocked by a speeding tempo at Kharadi', 'tempo at Kharadi', 'knocked on Monday evening', 'gathered at the spot']",https://timesofindia.indiatimes.com/city/pune/pune-two-killed-in-separate-road-accidents-in-pune/articleshow/86010831.cms," Sep 7, 2021"
167,"['injuries in an accident between a car and truck that occurred at 1.30 am on Wednesday along the Phaltan Dahiwadi road', 'accident between a car and truck that occurred at 1.30 am on Wednesday along the Phaltan Dahiwadi road', 'occurred at 1.30 am on Wednesday', 'am on Wednesday', 'rammed by a speeding truck', 'treatment at the hospital']",https://timesofindia.indiatimes.com/city/kolhapur/satara-2-youths-dead-1-injured-in-road-accident/articleshow/88036118.cms," Dec 2, 2021"
168,"['killed in two separate road accidents in the city', 'accidents in the city', 'killed on October 10 and 14', 'collision between two motorcycles in the Carbon Naka Satpur area', 'motorcycles in the Carbon Naka Satpur area', 'speeding on the road', 'speeding at around 7 pm', 'speeding on Sunday', 'hospital in Mumbai Naka where he succumbed to the injuries on Monday', 'succumbed on Monday', 'knocked by a biker', 'knocked on Thursday morning', 'walking at around 7.30', 'am on Thursday']",https://timesofindia.indiatimes.com/city/nashik/2-people-killed-in-separate-road-accidents/articleshow/87069725.cms,"Oct 17, 2021"
169,"['period in 2020 when 598 accidents were reported', 'carried by Nagpur traffic police', 'relaxations in Covid curbs', 'period in 2020', 'killed in 145 accidents that had left another 51 injured', 'occurred on internal roads', 'traffic on inner ring road', 'occurred on inner ring road', 'were in 2020', 'Accidents on Wardha Road Jabalpur Road Amravati Road Chhindwara Road and Hingna Road', 'carried by Nagpur traffic police']",https://timesofindia.indiatimes.com/city/nagpur/767-road-accidents-in-10-months-this-year-169-more-than-2020/articleshow/87572928.cms," Nov 8, 2021"
170,"['lost on Ghodbunder road', 'collided on Tuesday morning', 'occured near Gaimukh Jakat naka TMC school no.97', 'driven by Shabuddin Khan', 'was on its way from Valsad Gujrat to Balkum Thane', 'jam on the stretch']",https://timesofindia.indiatimes.com/city/thane/one-injured-after-truck-bus-collide-in-thane/articleshow/87128985.cms,"Oct 19, 2021"
171,"['accidents in the city', 'from over speeding', 'reported between January and August', 'recorded in 2020', 'recorded in 2019', 'occurred on the Pune Solapur and Pune Ahmednagar highways and the Katraj Dehu Road bypass', 'city in the past eight months', 'died in which', 'reported in accidents on the city roads', 'accidents on the city roads', 'said over speeding', 'fatalities on these stretches', 'fatalities on the Pune Ahmednagar highway', 'fatalities on the Pune Solapur highway', 'died on the Katraj Dehu road bypass', 'highway in Hadapsar', 'accidents in the areas of the Cantonment']",https://timesofindia.indiatimes.com/city/pune/increase-in-road-accident-deaths-injuries-in-city-limits/articleshow/86051049.cms," Sep 9, 2021"
172,"['rammed on the Katraj Dehu road bypass', 'rammed on Monday afternoon', 'from behind', 'from near D Mart', 'crushed under the wheels']",https://timesofindia.indiatimes.com/city/pune/insurance-agent-dies-in-accident/articleshow/86761487.cms," Oct 5, 2021"
173,"['hit at Sategaon near Kamshet', 'Sategaon near Kamshet', 'hit on the old Pune Mumbai highway at 6.15 am on Saturday', 'highway at 6.15 am on Saturday', 'am on Saturday', 'lost over the wheel', 'driving in the night which led to the accident', 'was at the time of accident', 'sitting in a tractor trolley which was part of the group', 'hit at a high speed', 'located at Somatne Phata Kamshet and Kanhe']",https://timesofindia.indiatimes.com/city/pune/two-pilgrims-killed-13-injured-in-road-accident-near-pune/articleshow/87943790.cms,"Nov 27, 2021"
174,"['killed in separate road accidents in the Adgaon and Mhasrool area of the city', 'accidents in the Adgaon and Mhasrool area of the city', 'killed on Tuesday and Wednesday', 'highway near Guru Nanak Petrol Pump in Adgaon', 'Pump in Adgaon', 'crossing at around 8 pm', 'crossing on Tuesday', 'filed by the deceased ’s father', 'knocked by an unidentified truck driver']",https://timesofindia.indiatimes.com/city/nashik/2-killed-in-separate-accidents/articleshow/86688278.cms," Oct 2, 2021"
175,"['causing by negligence', 'suffered in an accident in the Ambad area', 'accident in the Ambad area', 'suffered on September 21', 'Nagar in Ambad', 'knocked by a speeding four wheeler', 'knocked at 4.40 pm', 'knocked on September 21', 'course on September 27', 'succumbed at the Nashik civil hospital', 'rise in the number of cases of causing death due to negligence this year', 'died in road accidents', 'died in fatal accidents in the city', 'accidents in the city']",https://timesofindia.indiatimes.com/city/nashik/52-year-old-woman-killed-in-ambad-road-accident/articleshow/86619627.cms,"Sep 30, 2021"
176,"['cars at Gaimukh ghat', 'rammed on Sunday', 'jam on Ghodbunder road', 'stuck on Monday morning', 'stuck in the long queue of traffic jam', 'movement on Gujarat bound lane of Ghodbunder road', 'movement on Monday', 'occurred at 10:20 pm near Nagla bunder along the city fringes and the pileup of traffic spread for nearly eight kms till Majiwada in the city', 'pm near Nagla', 'Majiwada in the city', 'injured in the accident', 'injured in the mishap', 'officials in Thane', 'present on the spot upon receiving the information with one fire engine one crane three Hydra one JCB and three ambulances', 'spill on road', 'jam on']",https://timesofindia.indiatimes.com/city/thane/thane-three-injured-in-accident-on-ghodbunder-road/articleshow/86545994.cms,"Sep 27, 2021"
177,"['peon at the Panvel RTO office', 'hit by a tanker', 'crossing near a flyover along the Mumbra Panvel highway', 'crossing on Wednesday', 'caught by the passersby', 'informed at around 2.50pm', 'residing in Khanda Colony who was chatting with other auto drivers near the Panvel RTO office gate', 'drivers near the Panvel RTO office gate', 'informed by a passerby that a RTO official had met with an accident near the flyover abutting the steel market', 'accident near the flyover', 'peon at Panvel RTO office', 'resided at Navade village in Panvel taluka', 'village in Panvel taluka', 'gathered at the spot', 'road near the flyover', 'rushed in an auto rickshaw to MGM hospital Kamothe where Parkar succumbed to his injuries during treatment at around 6.30pm', 'succumbed at around 6.30pm', 'Acting on a complaint by Jagdale', 'complaint by Jagdale', 'caught by the passersby', 'booked under relevant IPC sections and Motor vehicle Act for rash and negligent driving causing death of Parkar']",https://timesofindia.indiatimes.com/city/navi-mumbai/50-year-old-man-killed-in-road-accident-on-mumbra-panvel-highway/articleshow/88469763.cms,"Dec 24, 2021"
178,"['killed in a road accident', 'killed on Monday', 'killed in Shahapur taluka of Thane district', 'treatment at a hospital', 'travelling on his bike', ""hit by Pansare 's bike"", 'died on the spot']",https://timesofindia.indiatimes.com/city/thane/thane-father-son-duo-killed-in-road-accident-in-shahapur/articleshow/86761251.cms," Oct 5, 2021"
179,"['rickshaw on Kapurbawdi Nashik flyover bridge', 'rammed in the early hours of Tuesday', 'occurred at around 1 am on Kapurbawdi Nashik flyover bridge towards Nashik lane', 'am on Kapurbawdi Nashik flyover bridge towards Nashik lane', 'circle in Thane', 'restored on Mumbai Nashik highway', 'injuries on both legs and head and Tarnumun 30', 'injuries on her back']",https://timesofindia.indiatimes.com/city/thane/thane-two-injured-in-accident-on-kapurbawdi-nashik-flyover/articleshow/86188824.cms,"Sep 14, 2021"
180,"['ordered on Friday', 'ordered by the state PWD and 315', 'ordered by urban local bodies across Maharashtra .', 'meeting at Sahyadri guest house', 'focus on saving lives and reducing fatalities on the road', 'fatalities on the road', 'said at the meeting', 'seek in curbing mishaps on highways', 'mishaps on highways', 'completed at 931 locations', 'completed at 359 locations', 'signs on traffic rules', 'limits at various locations', 'have on the rear side', 'present at the road safety council meeting', 'dip in the number of mishaps across the state', 'fatalities in road crashes', 'taken at the meeting', 'updates on crashes on the road', 'crashes on the road', 'roles in road safety', 'attended by representatives from PWD the health and transport departments MSRTC and non - profit organisations such as SAVELife Foundation']",https://timesofindia.indiatimes.com/city/mumbai/maha-has-1324-black-spots-where-maximum-road-accidents-occur/articleshow/88906788.cms,"Jan 15, 2022"
181,"['court in Mumbai', 'causing by negligence', 'causing in a case involving a 60 year old woman who died allegedly after being hit by his motorcycle while she was trying to cross a highway in 2017', 'hit by his motorcycle', 'cross in 2017', 'acquitted on August 28', 'made on Wednesday', 'hit by Hatkar who was going on his two wheeler', 'going on his two wheeler', 'cross near suburban Chembur in Mumbai', 'Chembur in Mumbai', 'place on record', 'hit by his vehicle', 'placed on record', 'took on the Eastern Express Highway that goes towards Mumbai', 'was at a distance of 35 feet towards the eastern side', 'divider at a distance of 15 feet', 'occurred in the middle of the road', 'nothing on record', 'was at the spot of incident']",https://timesofindia.indiatimes.com/city/mumbai/mumbai-court-acquits-man-of-rash-driving-in-road-accident-case-says-pedestrians-should-use-zebra-crossing/articleshow/85864636.cms," Sep 2, 2021"
182,"[""vehicle in Maharashtra 's Amravati district"", 'said on Saturday', 'took near Paratwada', 'took under Aasegaon police station', 'ridden by Sarthak Vaidya 17 and Nivrutti Salav 15', 'collided on Friday evening', 'friction on the road', 'blast in the petrol tank of the two wheeler', 'engulfed in flames', 'died on the spot', 'studying in Class 8', 'offence under relevant sections of the IPC and Motor Vehicles Act', 'registered at Aasegaon police station']",https://timesofindia.indiatimes.com/city/nagpur/maharashtra-two-boys-charred-to-death-as-bike-catches-fire-in-accident/articleshow/80601022.cms,"Jan 30, 2021"
183,"['killed in a hit- and run accident in Kapurbawdi area of Thane city', 'accident in Kapurbawdi area of Thane city', 'said on Saturday', 'traveling on a motorcycle', 'hit on Y Bridge here', 'hit on Friday afternoon', 'died in the spot', 'are on']",https://timesofindia.indiatimes.com/city/thane/maharashtra-2-dead-in-road-accident-in-thane-city/articleshow/79967866.cms,"Dec 26, 2020"
184,"['station in Ambernath', 'died in road accident', 'died on Thursday', 'took on Badlapur Dombivli pipeline road', 'fill at petrol pump situated near Nevali naka', 'situated near Nevali naka', 'died on the spot', 'was in full speed and', 'travelling in car', 'arrested under negligence causing death and rash driving charges']",https://timesofindia.indiatimes.com/city/thane/ambernath-policeman-killed-in-road-accident/articleshow/81870944.cms," Apr 2, 2021"
185,"['is on the rise', 'were in April', 'rush on the roads', 'rise in the number of accidents', 'indulge in rash driving', 'claimed in Nashik city', 'accidents on city roads']",https://timesofindia.indiatimes.com/city/nashik/relaxation-in-curbs-drives-rise-in-nashik-city-road-accidents/articleshow/84529987.cms,"Jul 19, 2021"
186,"['operated by Maharashtra State Road Transport Corporation MSRTC', 'toppled in Dindoshi area', 'taken on a lease from MSRTC', 'took in the middle of the road', 'driver at Kurar police station']",https://timesofindia.indiatimes.com/city/mumbai/two-injured-after-bus-topples-in-mumbais-dindoshi/articleshow/80628932.cms," Feb 1, 2021"
187,"['rammed in the early hours of Wednesday', ""rammed in Maharashtra 's Thane city"", 'travelling at around 5.30am when the car rammed into a tree near a footpath in Upavan area chief of the RDMC of the TMC Santosh Kadam', 'rammed near a footpath in Upavan area chief of the RDMC of the TMC Santosh Kadam', 'footpath in Upavan area chief of the RDMC of the TMC Santosh Kadam', 'died on the spot', 'treatment at a private hospital', 'came in front of the car']",https://timesofindia.indiatimes.com/city/thane/maharashtra-one-killed-another-injured-in-road-accident-in-thane/articleshow/80484208.cms,"Jan 27, 2021"
188,"['collided on the Mumbai Nashik highway', 'collided on Wednesday', 'coming on the Mumbai Nashik highway in Thane', 'highway in Thane']",https://timesofindia.indiatimes.com/city/thane/maharashtra-two-injured-in-road-mishap-in-thane/articleshow/81671221.cms,"Mar 24, 2021"
189,"['knocked by a speeding car coming from the opposite direction on the Wani Dindori Road on Friday afternoon', 'direction on the Wani Dindori Road', 'coming on Friday afternoon', 'parked by the roadside', 'suffered in the accident a woman who was standing near the other bike', 'standing near the other bike', 'saved by jumping out of the path of the speeding car', 'took at around 4.30 pm', 'took near Lakhmapur Phata on the Wani Dindori Road', 'Phata on the Wani Dindori Road', 'got on the wrong lane']",https://timesofindia.indiatimes.com/city/nashik/man-killed-in-accident-in-nashik/articleshow/84530298.cms,"Jul 19, 2021"
190,"['collided at a village in Akola district of Maharashtra', 'village in Akola district of Maharashtra', 'collided in the wee hours of Friday', 'residents in neighbouring Washim district', 'visiting at Shegaon in Buldhana district', 'Shegaon in Buldhana district', 'were in the age group of 28 to 34', 'village in Akola district', 'going in the opposite direction towards Khamgaon in Buldhana', 'Khamgaon in Buldhana', 'died on the spot', 'hospital in Akola where he was declared dead']",https://timesofindia.indiatimes.com/city/nagpur/four-killed-in-car-truck-collision-in-maharashtras-akola/articleshow/84262673.cms," Jul 9, 2021"
191,"[""injured in a road accident that took place near Sakwar village in Maharashtra 's Palghar district early on Friday"", ""took near Sakwar village in Maharashtra 's Palghar district"", ""village in Maharashtra 's Palghar district"", 'rammed in which', 'autorickshaw on the Mumbai- Ahmedabad highway', 'parked by the roadside', 'sitting in the tempo', 'killed on the spot', 'injuries in the mishap', 'bottles in the tempo', 'hailed in the district']",https://timesofindia.indiatimes.com/city/thane/maharashtra-1-dead-4-injured-as-container-rams-into-tempo-rickshaw-in-palghar/articleshow/79795802.cms,"Dec 18, 2020"
192,"['modes in the city', 'modes in last 17 months', 'involved in road accidents in the jurisdiction of Nagpur city police commissionerate which claimed lives of 102 people', 'accidents in the jurisdiction of Nagpur city police commissionerate which claimed lives of 102 people', 'shared by Nagpur city traffic police', 'shared in a reply to an RTI query filed by activist Abhay Kolarkar', 'filed by activist Abhay Kolarkar', 'involved in 29 road accidents that claimed lives of five people', 'Roads in the city', 'reply in the city', 'killed in which', 'from in the last 17 months', 'paid in fines', 'Honking in silent zones']",https://timesofindia.indiatimes.com/city/nagpur/316-car-accidents-claimed-51-lives-in-17-months-rti/articleshow/84103184.cms," Jul 4, 2021"
193,"['located near the popular Lalbaugcha Raja mandal', 'crashes over three years', 'dart at will', 'dart at Jagnade Chowk in Lalbaug', 'Chowk in Lalbaug', 'Chowk at Lalbaug', 'trips in the city', 'are on foot', 'travelling by foot', 'junction at Kandivali', 'sprint at Jagnade Chowk', 'halt at times', 'used by ', 'radius between 2016 and 2019', 'made by aligning traffic lanes shortening turning radii and creating refuge areas out of unutilised spaces for pedestrians to halt before crossing', 'reduced by almost 30 %', 'kept in check', 'fitted at the junction', 'casualties between 2015 and 2019', 'zones in pre - Covid times', 'Located at a three arm intersection of the Khan Abdul Gaffar Khan Road and Annie Besant Road in Worli', 'Road in Worli', 'identified by BMC', 'identified in its Comprehensive Mobility Plan', 'improved by providing 11 wheelchair accessible ramps on footpaths', 'providing on footpaths', 'ramps in the two refuge islands']",https://timesofindia.indiatimes.com/city/mumbai/mumbai-bmc-uses-2nd-wave-traffic-lull-to-make-3-junctions-safe/articleshow/83724938.cms,"Jun 22, 2021"
194,"['station in Thane', 'died in an accident', 'died on Sunday evening', 'travelling in', 'truck on the Mumbai Agra highway', 'injuries in the accident that took place at 7.45 pm', 'took at 7.45 pm', 'took between their car and an unidentified truck in the Raigad Nagar area', 'truck in the Raigad Nagar area', 'were on the same lane', 'victims in the accidents', 'are in a position to give any statement', 'village in Surgana', 'were on their way back to Mumbai', 'were on Sunday']",https://timesofindia.indiatimes.com/city/nashik/mumbra-cop-dies-in-road-accident-in-nashik/articleshow/81519015.cms,"Mar 16, 2021"
195,"['injuries in separate accidents that happened near Pune in the early hours of Monday', 'happened near Pune', 'happened in the early hours of Monday', 'travelling in', 'truck near Wakad', 'crashed on Katraj Dehu Road bypass', 'happened in the early hours of Monday', 'treated at a Aundh hospital', 'treatment in a private hospital', 'heading in Latur district', 'happened near Narhe', 'crashed in the rear of a truck transporting liquor bottles', 'injured in 4 different road accidents near Pune', 'accidents near Pune']",https://timesofindia.indiatimes.com/city/pune/maharashtra-one-dead-13-injured-in-two-road-accidents-in-pune/articleshow/80207654.cms,"Jan 11, 2021"
196,"['fatalities in April and May', 'was in effect', 'down by 50 %', 'casualties in the corresponding months in 2019', 'months in 2019', 'casualties in Pune city', 'lost in road accidents', 'lost in April and May', 'lost in the city', 'reported in those two months', 'was in effect', 'died in road accidents on the city roads', 'accidents on the city roads', 'fatalities in Pune city', 'were in the same period', 'fatalities in those four months of the Covid hit year', 'was in 2019', 'reported in Pune city', 'reported in 2020', 'casualties in 2019', 'lockdown between the last week of March', 'decline in the numbers', 'was in 2019', 'witnessed in 2020', 'suffered in which', 'provided by traffic police', 'fatalities in a month', 'fatalities in 2020', 'reported in four months from March to June', 'reported in six months from July to December', 'were on the city roads', 'were in that period', 'resulting in fewer accidents', 'accidents on Katraj Dehu Road bypass and the Solapur highway', 'casualties in November and December', 'is in the jurisdiction of the Pune city police', 'recorded in the highway section', 'recorded in November 2020', 'five in December', 'witnessed in November', 'deaths in December', 'studies in the city', 'number in the city', 'study by visiting the spots', 'accidents on those particular spots']",https://timesofindia.indiatimes.com/city/pune/50-drop-in-road-accident-deaths-in-april-may-2020/articleshow/80203661.cms,"Jan 11, 2021"
197,"['injured in separate incidents on the Mumbai- Ahmedabad highway', 'incidents on the Mumbai- Ahmedabad highway', 'injured on Sunday morning', 'died on the spot', 'flyover near Dahanu', 'fell in nighbouring Palghar district', 'container near Ahura hotel in Amboli on the highway', 'hotel in Amboli', 'hotel on the highway']",https://timesofindia.indiatimes.com/city/mumbai/2-dead-1-injured-in-mumbai-ahmedabad-highway-bike-accidents/articleshow/80198813.cms,"Jan 10, 2021"
198,"['killed in a hit and run on Rajura Virur road near village Shirshi', 'hit on Rajura Virur road near village Shirshi', 'road near village Shirshi', 'came on Wednesday morning when a forest guard Chandrashekar Medpalliwar discovered the carcass close to the road', 'hit by a speeding vehicle', 'rising in Chandrapur district', 'measures on the road passing through the wildlife corridors']",https://timesofindia.indiatimes.com/city/nagpur/sloth-bear-killed-in-road-accident/articleshow/80141288.cms," Jan 7, 2021"
199,"['killed in a road accident at Bhigwan in Pune district', 'accident at Bhigwan in Pune district', 'Bhigwan in Pune district', 'killed on Thursday morning', 'place in Pune', 'Accompanied by three other relatives', 'returning on Thursday morning', 'died on the spot', 'resume at 10 am at Kalamboli headquarters', 'am at Kalamboli headquarters']",https://timesofindia.indiatimes.com/city/navi-mumbai/kalamboli-cop-killed-in-road-accident-in-pune/articleshow/81088490.cms,"Feb 18, 2021"
200,"['crushed under the wheels of unidentified vehicle in MIDC area of Nagbhid', 'wheels in MIDC area of Nagbhid', 'recovered on Friday morning']",https://timesofindia.indiatimes.com/city/nagpur/deer-killed-in-road-accident-in-nagbhid/articleshow/80886984.cms,"Feb 13, 2021"
